image,description,display name,category,image_path,img_ok
16456.jpg,"Composition Blue, white and black check shirt, made of 100% cotton, has a spread collar with a buttoned front placket, full sleeves with buttoned cuffs and mid-sleeve buttoned flaps, embroidered branding above the patch pocket on the left chest and a curved hem   Fitting  Regular   Wash care  Machine wash at 40 degrees Wash dark colours separately Do not bleach Tumble dry normal or line dry Warm iron  Crafted from soft cotton and cuts that offer a flattering Fit, this casual check shirt from Locomotiove offers exemplary comfort and is sure to become a wardrobe favourite. Either button the sleeves at the cuffs or roll them up and secure them with the mid-sleeve flaps for a more casual style. Pair it with jeans and sneakers.   Model statistics  The product is a size M on a model of height 6' and shoulders 18""",Locomotive Men Check Blue Shirt,Shirts,16456.jpg,True
29808.jpg,"Composition Dark blue and white checked shirt, made of 100% cotton, has long sleeves with buttoned cuffs, spread collar, buttoned front placket, patch pocket on the left chest, branding on the pocket, stitch detailing and a curved hemline  Fit Slim  Wash care Machine wash separately in cold water with like colours using a mild detergent Do not bleach Line dry inside out in shade Warm iron  do not iron on decorations  The stitch detailing, mix of colours and clever cut of this checked shirt from basics adds rugged styling, while the cotton fabric keeps you feeling comfortable all day. Team it with jeans and canvas shoes.  Model statistics Product is a size M on a model of height 6' and shoulders 18""",Basics Men Blue Checked Slim Fit Shirt,Shirts,29808.jpg,True
14523.jpg,"Composition Olive green shirt with white stripes, made of a blended fabric, has a spread collar, long sleeves with buttoned cuffs, buttoned placket, patch pocket on the left chest and a curved hemline   Fitting  Slim   Wash care  Wash separately with mild detergent Do not bleach Drip dry Warm iron  Thin white stripes add a touch of discreet styling to this light olive green shirt from mark taylor. The spread collar, patch pocket and curved hemline all add to the clean design. Pair it with chinos or jeans and leather slip-on shoes.   Model statistics  The model wears size M in shirts Height-5.11', Shoulders-17.5""",Mark Taylor Men Olive Green & White Striped Shirt,Shirts,14523.jpg,True
10790.jpg,"Composition Blue and black check shirt with white accents, made of 100% cotton, has a tipped collar with a full front button placket, short sleeves, buttoned flap pockets on either chest with embroidered brand badge on the left pocket and has a curved hemline Fitting Comfort Wash care only hand wash in cold water using a mild detergent Wash dark colours separately Do not bleach, wring or tumble dry Flat dry in shade Mild iron, and do not iron on print/embellishment/embroidery Flaunt your style with this checked shirt from wrangler &ndash  the brand that has been clothing the world since 1947. The short sleeves accentuate your well-toned arms, while the cotton fabric keeps you fresh and comfortable all day. Team this with jeans and sports shoes for that perfect semi-formal look. Model statistics The model wears size M in shirts Height-6', Shoulders-18""",Wrangler Men Manitoba Piping Blue Shirts,Shirts,10790.jpg,True
11044.jpg,"Composition Half sleeves shirt with black and white checks, made of 100% cotton, has a patch pocket on the left chest with embroidered brand logo, full length buttoned placket, with godet inserts on the sides and curved hemline   Fitting Slim  Wash care Machine/hand wash in cold water at 30 C with mild detergent Wash dark colours separately Do not bleach Tumble dry low Dry in shade Warm iron  When it's Thursday and you want to wear something that's not formal, but not casual either, try this semi-formal checked shirt from scullers. The shirt looks fresh and crisp, and will keep you cool all day long. Pair it with corduroys for a relaxed look.  Model statistics The model wears size M in t-shirts Height-6', Shoulders-18""",Scullers Men Check White Shirts,Shirts,11044.jpg,True
20019.jpg,"Composition Green and red check shirt with grey accents made of 100% cotton, has full sleeves with double buttoned cuffs, a spread collar, a full buttoned placket, a patch pocket on the left chest with embroidered branding and a curved hem Fit Regular Wash care Machine wash in 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub or bleach Dry flat in shade Warm iron Do not iron directly on print/embroidery Classic Benetton style shirt for men with checks. This united colors of benetton shirt Sports classic checks on its soft, luxe fabric. Fold up the sleeves and sport a casual look for off-duty outings   or team it with corduroy pants for a classy semi-formal style. Model statistics The product is a size M on a model of height 6' and shoulders 18""",United Colors of Benetton Men Check Green Shirt,Shirts,20019.jpg,True
8776.jpg,"Composition Green striped shirt with black and white accents, made of 100% cotton, has a tipped collar, front buttoned placket, full length sleeves with buttoned cuffs in green checks, pocket on left chest and a curved hemline Fitting Regular Wash care Wash dark colours separately Hand wash or machine wash cold using mild detergent Do not wring or bleach Flat dry in shade Do not iron on print Stripes that add immense style to your casual look is what indigo nation brings into your life. Be the cynosure of all eyes in this stylish shirt with checked cuffs, while the fabric keeps you fresh and comfortable all day. Pair it with formal pants, denims or corduroys and black footwear for stylish formal and casual looks. Model statistics The model wears size 40 in shirts Height: 6; Shoulders: 18",Indigo Nation Men Check Me Out Green Shirts,Shirts,8776.jpg,True
10814.jpg,"Composition Purple and white check shirt made of 100% cotton, has a tipped collar with a full front button placket, short sleeves, two buttoned flap pockets on either chest with brand badge on the left one, stitch detailing and has a curved hemline Fitting Comfort Wash care only hand wash in cold water using a mild detergent Wash dark colours separately Do not bleach, wring or tumble dry Flat dry in shade Mild iron, and do not iron on print/embellishment/embroidery Wear your brand in style with this checked shirt from wrangler – the brand that has been clothing the world since 1947. The short sleeves accentuate your well-toned arms, while the cotton fabric keeps you fresh and comfortable all day. Team this with jeans and leather shoes for that perfect semi-formal look. Model statistics The model wears size M in shirts Height-6', Shoulders-18""",Wrangler Men Easter Bright Amslar Purple Shirt,Shirts,10814.jpg,True
16815.jpg,Wash care  Gentle machine wash in lukewarm water at 40 degrees Wash dark colours separately Do not bleach Tumble dry normal or line dry Warm iron,Locomotive Men Check Yellow Shirt,Shirts,16815.jpg,True
6782.jpg,"Checked shirt with full sleeves and buttoned cuffs, with checks in white, black, grey and shades of blue, blue stitch detailing, tape detailing on the in-seam of the collar with appliqued brand logo on the facing placket, patch pocket on the left chest with blue thread detailing and embroidered logo, full length buttoned placket and curved hemline",Timberland Men Claremont Green and Blue Check Shirt,Shirts,6782.jpg,True
15145.jpg,"Composition Navy blue and white printed shirt made of 100% cotton, has full sleeves with buttoned cuffs, spread collar with buttoned front placket, patch pocket on the left chest with brand tag, curved hem, and has an embroidered brand name on the right sleeve and inner bottom flap of the placket Fitting Regular Wash care Gentle machine wash with cold water using a non-chlorine detergent Wash dark colours separately Do not bleach or wring Tumble dry low Dry inside out in shade Warm iron  do not iron on decorations Stylish and subtle, this shirt from the arrow sport collection is made with fine attention to detail that will quickly elevate it to a wardrobe favourite. The full sleeves add a regal touch to your formal look and also keep the winter chill at bay, while the cotton fabric keeps you fresh and comfortable all day. Team this with simple chinos for a knockout weekend style. Model statistics The model wears size M in shirts Height: 6'3& rdquo , Shoulders: 19""",Arrow Sport Men Printed Navy Blue Shirts,Shirts,15145.jpg,True
9638.jpg,"Composition Black and white check shirt with light red accents, made of 100% cotton, has a tipped collar with red inseam, front buttoned placket with red inseam, full length sleeves with buttoned cuffs and mid sleeve buttoned flap, pocket on left chest and a curved hemline   Fitting  Regular  Wash care Wash dark colours separately Hand wash or machine wash cold using mild detergent Do not wring or bleach Flat dry in shade Do not iron on print  Checks that add immense style to your casual look is what indigo nation brings into your life. Be the cynosure of all eyes in this stylish shirt, while the fabric keeps you fresh and comfortable all day. Pair it with formal pants, denims or corduroys and black footwear for stylish formal and casual looks.  Model statistics The model wears size 40 in shirts Height: 6’1”; Chest: 38.5”; Shoulders: 18.5”",Indigo Nation Men Striped  Black Shirt,Shirts,9638.jpg,True
